Date,Symbol,Open,High,Low,Close,Volume,RSI,ATR,ATRMA,VWAP,wk_avg_vol_3mo,rel_vol_wk_3mo,p_rel_vol_wk_3mo,c_rel_vol_signal,p_rel_vol_signal,dp_date,dp_count,dp_volume,dp_spot_avg,dp_notional_value,prev_dp_count,prev_dp_volume,rel_low_VWAP_week,ATR_15day_avg,rel_ATR_15day_avg,prev_RSI_15day,prev_rel_low_VWAP_week,prev_rel_ATR_15day_avg,HL_change,OC_Change,HL_per_change,OC_per_change,prev_HL_per_change,prev_OC_per_change,Cc_Cp,close_change_v_prev,prev_OC_per_change
12/23/19,SPY,321.59,323.8,320.9,322.86,36716125,97.948,4.226771,5.472892,322.52,49334484.69,0.744228408,1.764615267,down,up,12/23/19,61,22738839,321.633428,7311586777,160,103964565,0.994977056,4.8498315,0.597958919,97.09097,0.991462442,0.868299241,2.9,1.27,0.008956146,0.003949128,0.01465956,0.00473028,0.0066411,flat,0.00473028
12/16/19,SPY,319.22,321.9742,317.2542,320.73,85378860,97.09097,5.383543,5.488285,319.9861,48383838.44,1.764615267,1.323635864,up,flat,12/16/19,160,103964565,320.168411,33309000000,49,22859208,0.991462442,5.435914,0.868299241,94.75129,0.9890703,1.046087192,4.72,1.51,0.01465956,0.00473028,0.018388929,0.00915914,0.01074625,up_1,0.00915914
12/9/19,SPY,314.44,318.67,312.81,317.32,63933000,94.75129,6.047085,5.15657,316.2667,48301048.44,1.323635864,1.195102241,flat,flat,12/9/19,49,22859208,314.206216,7182245941,34,18319040,0.9890703,5.6018275,1.046087192,91.46224,0.98301512,1.487298417,5.86,2.88,0.018388929,0.00915914,0.025942723,0.000890047,0.007780989,flat,0.000890047
12/2/19,SPY,314.59,315.31,307.13,314.87,58042280,91.46224,6.234171,4.765639,312.4367,48566790.38,1.195102241,0.839970687,flat,flat,12/2/19,34,18319040,312.120359,5715177702,45,25904057,0.98301512,5.499905,1.487298417,90.56093,0.993809634,0.814463001,8.18,0.28,0.025942723,0.000890047,0.011094206,0.007468427,0.001781681,flat,0.007468427
11/25/19,SPY,311.98,315.48,311.98,314.31,41969075,90.56093,4.288341,4.306279,313.9233,49964928.13,0.839970687,1.16926296,flat,flat,11/25/19,45,25904057,313.916122,8131457724,37,28521845,0.993809634,4.29731,0.814463001,83.69714,0.994071147,0.844997637,3.5,2.33,0.011094206,0.007468427,0.011608942,-0.001829679,0.01077309,up_1,-0.001829679
11/18/19,SPY,311.53,312.69,309.06,310.96,59293340,83.69714,4.056682,4.535058,310.9033,50710013.06,1.16926296,0.93817975,flat,flat,11/18/19,37,28521845,311.560273,8890614161,52,27649651,0.994071147,4.29587,0.844997637,95.12219,0.990235256,0.966328628,3.63,-0.57,0.011608942,-0.001829679,0.014654951,0.01421508,-0.002662048,flat,0.01421508
11/11/19,SPY,307.42,311.84,307.27,311.79,50294460,95.12219,4.483364,4.975116,310.3,53608554.25,0.93817975,0.870533553,flat,flat,11/11/19,52,27649651,309.361517,8554507530,51,34752157,0.990235256,4.72924,0.966328628,92.90521,0.99300265,0.710753161,4.57,4.37,0.014654951,0.01421508,0.011593735,0.003540685,0.009225092,up_1,0.003540685
11/4/19,SPY,307.85,309.65,306.06,308.94,50673640,92.90521,4.396728,5.705232,308.2167,58209864.31,0.870533553,0.915536632,flat,flat,11/4/19,51,34752157,307.012245,10663000000,33,16704543,0.99300265,5.05098,0.710753161,89.89796,0.990295933,0.722622959,3.59,1.09,0.011593735,0.003540685,0.014566119,0.010563148,0.009146142,up_1,0.010563148
10/28/19,SPY,302.94,306.19,301.73,306.14,55254180,89.89796,5.203457,7.140463,304.6867,60351686.75,0.915536632,0.673782041,flat,down,10/28/19,33,16704543,303.139539,5063510108,24,11572449,0.990295933,6.17196,0.722622959,81.35538,0.992452579,0.523200112,4.46,3.2,0.014566119,0.010563148,0.012260093,0.007280743,0.01505305,up_1,0.007280743
10/21/19,SPY,299.42,302.2,298.495,301.6,40928300,81.35538,5.816914,8.345927,300.765,60744124.25,0.673782041,0.82481654,down,flat,10/21/19,24,11572449,299.7469,3468841140,32,14808192,0.992452579,7.0814205,0.523200112,66.05414,0.992089665,0.587442406,3.705,2.18,0.012260093,0.007280743,0.015554223,0.006893522,0.012182434,up_1,0.006893522
10/14/19,SPY,295.93,300.24,295.57,297.97,50013040,66.05414,7.403828,8.495603,297.9267,60635350.5,0.82481654,1.315129328,flat,flat,10/14/19,32,14808192,298.419344,4417919015,34,18322349,0.992089665,7.9497155,0.587442406,54.45225,0.979581553,1.11095353,4.67,2.04,0.015554223,0.006893522,0.034310772,0.009575084,0.005704064,flat,0.009575084
10/7/19,SPY,293.47,298.74,288.49,296.28,77283459,54.45225,10.13766,8.314957,294.5033,58764911.81,1.315129328,1.468048929,flat,flat,10/7/19,34,18322349,292.622818,5364329857,62,31039846,0.979581553,9.2263085,1.11095353,38.43164,0.973604789,1.528461243,10.25,2.81,0.034310772,0.009575084,0.045685279,-0.005473528,0.00655682,flat,-0.005473528
9/30/19,SPY,295.97,298.455,284.82,294.35,83918880,38.43164,10.02531,7.816163,292.5417,57163544.31,1.468048929,1.288815519,flat,flat,9/30/19,62,31039846,293.243569,9103964810,24,10566934,0.973604789,8.9207365,1.528461243,44.05132,0.991157909,0.867774026,13.635,-1.62,0.045685279,-0.005473528,0.020510939,-0.007225676,-0.003554502,flat,-0.007225676
9/23/19,SPY,297.55,299.84,293.69,295.4,72369241,44.05132,6.41562,7.758577,296.31,56151745.5,1.288815519,1.23522773,flat,flat,9/23/19,24,10566934,297.264875,3141667255,73,39888462,0.991157909,7.0870985,0.867774026,60.12876,0.993220679,0.680423119,6.15,-2.15,0.020510939,-0.007225676,0.017248786,-0.005202775,-0.009655357,dn_1,-0.005202775
9/16/19,SPY,299.84,302.63,297.41,298.28,70168520,60.12876,6.681241,8.662153,299.44,56806140.5,1.23522773,1.113221603,flat,flat,9/16/19,73,39888462,300.728367,11991000000,53,27573420,0.993220679,7.671697,0.680423119,78.84705,0.987093116,0.729139176,5.22,-1.56,0.017248786,-0.005202775,0.021457383,0.006518687,-0.009332758,dn_1,0.006518687
9/9/19,SPY,299.14,302.46,295.97,301.09,62608360,78.84705,8.142482,9.659332,299.84,56240698,1.113221603,1.088983149,flat,flat,9/9/19,53,27573420,299.378983,8257084770,26,12406603,0.987093116,8.900907,0.729139176,72.72268,0.97930384,0.94941797,6.49,1.95,0.021457383,0.006518687,0.031991433,0.025742506,0.010199631,up_1,0.025742506
9/2/19,SPY,290.57,298.83,289.27,298.05,62294151,72.72268,9.794964,10.34369,295.3833,57203962.31,1.088983149,1.105553602,flat,flat,9/2/19,26,12406603,294.095258,3648446534,32,15891963,0.97930384,10.069327,0.94941797,57.67278,0.981432434,0.880291293,9.56,7.48,0.031991433,0.025742506,0.03055296,0.018031817,0.019148572,up_2,0.018031817
8/26/19,SPY,287.27,294.2399,285.25,292.45,64339279,57.67278,10.02993,10.3949,290.6466,58196435.63,1.105553602,1.235494524,flat,flat,8/26/19,32,15891963,288.4529,4581941683,30,14988717,0.981432434,10.212415,0.880291293,15.48244,0.986268369,1.016408289,8.9899,5.18,0.03055296,0.018031817,0.035586704,-0.025120641,0.026680709,up_2,-0.025120641
8/19/19,SPY,292.19,293.93,283.47,284.85,71214699,15.48244,10.66995,9.91233,287.4167,57640643.19,1.235494524,1.687381652,flat,up,8/19/19,30,14988717,291.542537,4369797195,33,15771894,0.986268369,10.29114,1.016408289,23.80971,0.978946022,1.212554267,10.46,-7.34,0.035586704,-0.025120641,0.039979602,-0.003828114,-0.013848018,dn_1,-0.003828114
8/12/19,SPY,289.96,294.15,282.39,288.85,96671119,23.80971,10.87991,8.51716,288.4633,57290606.94,1.687381652,2.199334148,up,up,8/12/19,33,15771894,288.571418,4551131759,80,41405766,0.978946022,9.698535,1.212554267,31.67484,0.974854552,1.396374601,11.76,-1.11,0.039979602,-0.003828114,0.040528574,0.012253115,-0.009498663,dn_1,0.012253115
8/5/19,SPY,288.09,293.62,281.72,291.62,124294601,31.67484,9.999818,7.044319,288.9867,56514650.63,2.199334148,1.625808825,up,up,8/5/19,80,41405766,288.859405,11960000000,49,20184815,0.974854552,8.5220685,1.396374601,34.41057,0.985600542,1.572258125,11.9,3.53,0.040528574,0.012253115,0.036531646,-0.03067444,-0.003417401,flat,-0.03067444
7/29/19,SPY,301.88,301.93,290.9,292.62,89523339,34.41057,8.099637,5.931138,295.15,55063878.13,1.625808825,0.854322423,up,flat,7/29/19,49,20184815,297.699739,6007182297,33,13644723,0.985600542,7.0153875,1.572258125,74.91477,0.988727034,0.99267923,11.03,-9.26,0.036531646,-0.03067444,0.017172352,0.014784449,-0.031091686,dn_2,0.014784449
7/22/19,SPY,297.61,302.23,297.04,302.01,47207300,74.91477,5.089274,5.367276,300.4267,55257006.88,0.854322423,0.864887296,flat,flat,7/22/19,33,13644723,299.214327,4080369257,35,15381865,0.988727034,5.228275,0.99267923,57.87679,0.994525251,0.839762747,5.19,4.4,0.017172352,0.014784449,0.014711254,-0.013150467,0.016286974,up_1,-0.013150467
7/15/19,SPY,301.13,301.13,296.7,297.17,48272660,57.87679,4.988547,5.562052,298.3333,55813815.56,0.864887296,0.837156946,flat,flat,7/15/19,35,15381865,299.588689,4609536218,32,20252065,0.994525251,5.2752995,0.839762747,85.81571,0.988381797,0.894572501,4.43,-3.96,0.014711254,-0.013150467,0.01745752,0.01225548,-0.011574921,dn_1,0.01225548
7/8/19,SPY,297.01,300.73,295.48,300.65,47356440,85.81571,5.547095,6.190355,298.9533,56568174.25,0.837156946,1.030091634,flat,flat,7/8/19,32,20252065,297.766653,6037929441,24,17087951,0.988381797,5.868725,0.894572501,82.2135,0.990332207,0.711776267,5.25,3.64,0.01745752,0.01225548,0.015025768,0.00599973,0.007337667,flat,0.00599973
7/1/19,SPY,296.68,298.82,294.33,298.46,58297000,82.2135,5.844189,6.772135,297.2033,56593994.25,1.030091634,0.974727336,flat,flat,7/1/19,24,17087951,296.595267,5073864625,51,25481850,0.990332207,6.308162,0.711776267,69.22198,0.992151836,0.597359179,4.49,1.78,0.015025768,0.00599973,0.0143764,-0.004180403,0.018634812,up_2,-0.004180403
6/24/19,SPY,294.23,294.58,290.345,293,56180460,69.22198,5.868379,8.310695,292.6417,57637103.13,0.974727336,1.388212396,flat,flat,6/24/19,51,25481850,292.763276,7460519008,70,43541453,0.992151836,7.089537,0.597359179,75.99994,0.986413365,0.869184518,4.235,-1.23,0.0143764,-0.004180403,0.024060332,0.015473888,-0.003401361,flat,0.015473888
6/17/19,SPY,289.52,296.3093,289.18,294,80638840,75.99994,7.501757,8.902815,293.1631,58088258.13,1.388212396,0.901423004,flat,flat,6/17/19,70,43541453,292.705423,12753000000,43,19871800,0.986413365,8.202286,0.869184518,65.24676,0.994208124,0.42697582,7.1293,4.48,0.024060332,0.015473888,0.012302677,-0.000380136,0.016386642,up_1,-0.000380136
6/10/19,SPY,289.37,291.4,287.815,289.26,53561280,65.24676,7.874215,8.918305,289.4917,59418585.69,0.901423004,1.298817556,flat,flat,6/10/19,43,19871800,288.871642,5740071094,36,16208723,0.994208124,8.39626,0.42697582,61.32269,0.964312084,1.491009478,3.585,-0.11,0.012302677,-0.000380136,0.054561191,0.0448222,0.00559708,flat,0.0448222
6/3/19,SPY,275.31,288.85,273.09,287.65,77706380,61.32269,11.99843,9.14161,283.1967,59828556.88,1.298817556,1.360755739,flat,flat,6/3/19,36,16208723,280.882275,4550526806,35,20629436,0.964312084,10.57002,1.491009478,8.168703,0.989289052,1.083771723,15.76,12.34,0.054561191,0.0448222,0.031356678,-0.027623724,0.044974026,up_2,-0.027623724
5/27/19,SPY,283.09,284.15,275.24,275.27,80218852,8.168703,8.236858,8.205719,278.22,58951691.13,1.360755739,1.049169914,flat,flat,5/27/19,35,20629436,279.569857,5773580815,29,14244068,0.989289052,8.2212885,1.083771723,18.38912,0.989920851,0.853396023,8.91,-7.82,0.031356678,-0.027623724,0.022165685,-0.00450609,-0.026557748,dn_2,-0.00450609
5/20/19,SPY,284.06,286.93,280.57,282.78,62322020,18.38912,7.563717,7.341438,283.4267,59401264.94,1.049169914,1.555883606,flat,up,5/20/19,29,14244068,284.672476,4054143923,42,20303224,0.989920851,7.4525775,0.853396023,27.85657,0.982233617,1.217024441,6.36,-1.28,0.022165685,-0.00450609,0.032087411,0.012109624,-0.01070529,dn_1,0.012109624
5/13/19,SPY,282.42,289.21,279.93,285.84,91070539,27.85657,8.767434,6.482876,284.9933,58533002.5,1.555883606,1.991993338,up,up,5/13/19,42,20303224,285.451207,5795906883,59,33385197,0.982233617,7.625155,1.217024441,37.31594,0.980537562,1.630432489,9.28,3.42,0.032087411,0.012109624,0.037537077,-0.003975799,-0.007844498,flat,-0.003975799
5/6/19,SPY,289.25,293.31,282.3,288.1,111879300,37.31594,8.254867,5.250752,287.9033,56164495.06,1.991993338,1.154332864,up,flat,5/6/19,59,33385197,290.507668,9701568978,72,52325501,0.980537562,6.7528095,1.630432489,91.91225,0.988685372,1.181078213,11.01,-1.15,0.037537077,-0.003975799,0.0184099,0.00177166,-0.02016801,dn_2,0.00177166
4/29/19,SPY,293.51,294.95,289.52,294.03,66310979,91.91225,4.779734,4.415254,292.8333,57445283.81,1.154332864,0.839829584,flat,flat,4/29/19,72,52325501,293.420643,15358000000,39,20885588,0.988685372,4.597494,1.181078213,90.9938,0.989999658,0.997323135,5.43,0.52,0.0184099,0.00177166,0.015060138,0.014662655,0.002113084,flat,0.014662655
4/22/19,SPY,289.17,293.49,289.07,293.41,50297360,90.9938,4.129469,4.734258,291.99,59889959.75,0.839829584,0.921715106,flat,flat,4/22/19,39,20885588,291.733995,6091454399,56,29639296,0.989999658,4.4318635,0.997323135,84.63244,0.995259193,0.612321458,4.42,4.24,0.015060138,0.014662655,0.009487861,-0.000757993,0.011688849,up_1,-0.000757993
4/15/19,SPY,290.24,291.425,288.66,290.02,57181599,84.63244,3.838938,5.192266,290.035,62038257.38,0.921715106,0.925412625,flat,flat,4/15/19,56,29639296,289.873198,8591853019,53,32839175,0.995259193,4.515602,0.612321458,86.3109,0.991664072,0.696461357,2.765,-0.22,0.009487861,-0.000757993,0.012978965,0.007150295,-0.000482492,flat,0.007150295
4/8/19,SPY,288.1,290.47,286.7,290.16,59426179,86.3109,4.912875,5.913282,289.11,64215872.38,0.925412625,0.847614198,flat,flat,4/8/19,53,32839175,288.196315,9464181215,50,28133623,0.991664072,5.4130785,0.696461357,83.89216,0.990250696,0.671305179,3.77,2.06,0.012978965,0.007150295,0.014655441,0.013593256,0.005509928,flat,0.013593256
4/1/19,SPY,284.7,288.63,284.4,288.57,58710120,83.89216,6.055751,6.546565,287.2,69265144.63,0.847614198,0.962250294,flat,flat,4/1/19,50,28133623,286.29004,8057411240,56,26542063,0.990250696,6.301158,0.671305179,70.65037,0.988089472,0.81651047,4.23,3.87,0.014655441,0.013593256,0.018384953,0.0129451,0.021559048,up_2,0.0129451
3/25/19,SPY,278.87,282.84,277.64,282.48,72870202,70.65037,5.961501,6.775629,280.9867,75728947.5,0.962250294,1.058294316,flat,flat,3/25/19,56,26542063,279.807293,7425928332,53,25746267,0.988089472,6.368565,0.81651047,58.62334,0.99280485,0.913814986,5.2,3.61,0.018384953,0.0129451,0.021039344,-0.008169064,0.011566697,up_1,-0.008169064
3/18/19,SPY,281.55,285.18,279.18,279.25,87857320,58.62334,6.723002,6.408759,281.2033,83017851.19,1.058294316,0.873897194,flat,flat,3/18/19,53,25746267,282.083102,7264674323,81,50741355,0.99280485,6.5658805,0.913814986,70.99255,0.984229724,1.062129132,6,-2.3,0.021039344,-0.008169064,0.02532049,0.02197922,-0.007322882,flat,0.02197922
3/11/19,SPY,275.26,282.38,275.23,281.31,74846521,70.99255,7.446005,6.017518,279.64,85646826.13,0.873897194,0.931349702,flat,flat,3/11/19,81,50741355,280.041525,14208000000,65,33552586,0.984229724,6.7317615,1.062129132,45.50145,0.986135747,1.459088209,7.15,6.05,0.02532049,0.02197922,0.033526094,-0.025355114,0.0249581,up_2,-0.025355114
3/4/19,SPY,281.6,281.87,272.42,274.46,84265919,45.50145,6.972009,5.981286,276.25,90477206.19,0.931349702,0.718382204,flat,down,3/4/19,65,33552586,277.167888,9308154598,51,26208211,0.986135747,6.4766475,1.459088209,92.80972,0.991932771,0.726904185,9.45,-7.14,0.033526094,-0.025355114,0.013614873,-0.001104264,-0.021253834,dn_2,-0.001104264
2/25/19,SPY,280.73,281.31,277.48,280.42,66189000,92.80972,4.494019,6.043821,279.7367,92136191.06,0.718382204,0.744459679,down,down,2/25/19,51,26208211,279.685476,7330401872,42,26474998,0.991932771,5.26892,0.726904185,91.55216,0.993040505,0.490765391,3.83,-0.31,0.013614873,-0.001104264,0.010792526,0.009620949,0.004585513,flat,0.009620949
2/18/19,SPY,276.48,279.36,276.345,279.14,69515201,91.55216,5.158038,7.128892,278.2817,93376717.38,0.744459679,0.80507306,down,flat,2/18/19,42,26474998,277.821724,7358882585,53,29868749,0.993040505,6.143465,0.490765391,89.92825,0.982153347,0.970726289,3.015,2.66,0.010792526,0.009620949,0.026603223,0.022750737,0.006381368,flat,0.022750737
2/11/19,SPY,271.2,277.41,270.03,277.37,77178340,89.92825,7.301076,7.904034,274.9367,95865013.81,0.80507306,0.769441577,flat,down,2/11/19,53,29868749,273.917091,8179462090,41,21427193,0.982153347,7.602555,0.970726289,79.87363,0.989836647,0.704764086,7.38,6.17,0.026603223,0.022750737,0.020516384,0.00133279,0.025511147,up_2,0.00133279
2/4/19,SPY,270.11,273.44,267.83,270.47,73983181,79.87363,7.222152,8.698069,270.58,96151784.88,0.769441577,0.876094383,down,flat,2/4/19,41,21427193,271.50082,5817195749,73,36155484,0.989836647,7.9601105,0.704764086,79.04494,0.977984058,1.027127743,5.61,0.36,0.020516384,0.00133279,0.03469764,0.025323665,0.001518181,flat,0.025323665
1/28/19,SPY,263.39,271.2,261.79,270.06,86803599,79.04494,8.834303,9.488637,267.6833,99080191.19,0.876094383,0.869602691,flat,flat,1/28/19,73,36155484,266.056966,9620946006,23,10547576,0.977984058,9.16147,1.027127743,70.62866,0.985929344,0.640394347,9.41,6.67,0.03469764,0.025323665,0.022647169,0.003625104,0.016103544,up_1,0.003625104
1/21/19,SPY,264.82,266.7,260.66,265.78,89412175,70.62866,8.258607,10.60477,264.38,102819570.3,0.869602691,0.874716405,flat,flat,1/21/19,23,10547576,264.038052,2786338171,107,48953081,0.985929344,9.4316885,0.640394347,73.76675,0.973893901,0.907032981,6.04,0.96,0.022647169,0.003625104,0.039590981,0.037374445,-0.002551978,flat,0.037374445
1/14/19,SPY,256.86,266.98,256.41,266.46,91554361,73.76675,10.47721,12.82955,263.2833,104667479,0.874716405,0.863171605,flat,flat,1/14/19,107,48953081,262.184584,12835000000,101,48050009,0.973893901,11.65338,0.907032981,61.08829,0.980826936,0.603306556,10.57,9.6,0.039590981,0.037374445,0.028823893,0.02489216,0.028882539,up_2,0.02489216
1/7/19,SPY,252.69,259.16,251.69,258.98,94268019,61.08829,10.38443,14.3791,256.61,109211214.2,0.863171605,1.323682304,flat,flat,1/7/19,101,48050009,255.85716,12293000000,86,43909192,0.980826936,12.381765,0.603306556,45.66451,0.975759971,0.66827009,7.47,6.29,0.028823893,0.02489216,0.037296037,0.011339958,0.026110385,up_2,0.011339958
12/31/18,SPY,249.56,253.11,243.67,252.39,139498476,45.66451,13.29885,14.9532,249.7233,105386674.4,1.323682304,1.795147147,flat,up,12/31/18,86,43909192,247.265309,10853000000,120,69606389,0.975759971,14.126025,0.66827009,33.24391,0.956843399,1.084484009,9.44,2.83,0.037296037,0.011339958,0.070167064,0.036437416,0.018728557,up_2,0.036437416
12/24/18,SPY,239.04,251.4,233.76,247.75,176291048,33.24391,17.15771,15.37389,244.3033,98204232.63,1.795147147,2.266006847,up,up,12/24/18,120,69606389,239.197987,16645000000,124,62770455,0.956843399,16.2658,1.084484009,13.12925,0.971146453,1.343922603,17.64,8.71,0.070167064,0.036437416,0.079301746,-0.072089437,0.029289572,up_2,-0.072089437
12/17/18,SPY,259.4,260.65,239.98,240.7,204479779,13.12925,16.67541,14.08529,247.11,90237935.19,2.266006847,1.355253734,up,flat,12/17/18,124,62770455,252.523649,15821000000,40,20630605,0.971146453,15.38035,1.343922603,30.06543,0.984481343,0.81921283,20.67,-18.7,0.079301746,-0.072089437,0.038587361,-0.011011125,-0.075901255,dn_2,-0.011011125
12/10/18,SPY,263.37,269,258.62,260.47,116910120,30.06543,12.68082,12.66058,262.6967,86264377.69,1.355253734,2.009902632,flat,up,12/10/18,40,20630605,264.965805,5464918931,42,24968400,0.984481343,12.6707,0.81921283,34.75154,0.9763273,1.315977476,10.38,-2.9,0.038587361,-0.011011125,0.064051355,-0.059618952,-0.011761581,dn_1,-0.059618952
12/3/18,SPY,280.28,280.4,262.44,263.57,161552000,34.75154,14.98164,12.31366,268.8033,80378023,2.009902632,1.185187384,up,flat,12/3/18,42,24968400,271.910205,6772744843,81,39059362,0.9763273,13.64765,1.315977476,58.39724,0.97399892,0.929853042,17.96,-16.71,0.064051355,-0.059618952,0.03959751,0.037135977,-0.043823689,dn_2,0.037135977
11/26/18,SPY,265.78,276.28,265.34,275.65,92732758,58.39724,12.00328,11.52732,272.4233,78243119.38,1.185187384,1.177503407,flat,flat,11/26/18,81,39059362,270.784162,10572000000,64,31720839,0.97399892,11.7653,0.929853042,22.14607,0.986882458,0.898330117,10.94,9.87,0.03959751,0.037135977,0.037713073,-0.035890862,0.047103514,up_2,-0.035890862
11/19/18,SPY,273.05,273.38,263.07,263.25,89363622,22.14607,10.97657,11.97713,266.5667,75892453,1.177503407,1.6041208,flat,up,11/19/18,64,31720839,266.831072,8469899586,79,43747850,0.986882458,11.47685,0.898330117,43.50576,0.97901503,0.88625378,10.31,-9.8,0.037713073,-0.035890862,0.037663087,-0.012482413,-0.038285902,dn_2,-0.012482413
11/12/18,SPY,277.19,277.46,267.01,273.73,116991083,43.50576,11.29314,12.28927,272.7333,72931591.56,1.6041208,1.106801948,up,flat,11/12/18,79,43747850,272.121538,11897000000,37,18690065,0.97901503,11.791205,0.88625378,57.7964,0.98039322,0.834767253,10.45,-3.46,0.037663087,-0.012482413,0.035097077,0.019527235,-0.014508929,dn_1,0.019527235
11/5/18,SPY,272.44,281.22,271.35,277.76,78571518,57.7964,11.83628,11.81103,276.7767,70989681.69,1.106801948,2.01200967,flat,up,11/5/18,37,18690065,276.964695,5178704855,87,43193227,0.98039322,11.823655,0.834767253,38.02996,0.966021042,1.200056804,9.87,5.32,0.035097077,0.019527235,0.055880536,0.011495536,0.021589613,up_2,0.011495536
10/29/18,SPY,268.8,275.23,259.85,271.89,133658100,38.02996,13.80255,11.82957,268.99,66430147.94,2.01200967,2.438170174,up,up,10/29/18,87,43193227,268.40922,11594000000,61,31478983,0.966021042,12.81606,1.200056804,4.816369,0.977502425,1.374107457,15.38,3.09,0.055880536,0.011495536,0.054333718,-0.042129964,0.024723929,up_2,-0.042129964
10/22/18,SPY,277,277.36,262.29,265.33,149242241,4.816369,12.2251,9.709138,268.3267,61210756.56,2.438170174,2.115579332,up,up,10/22/18,61,31478983,270.594856,8514825858,101,58104796,0.977502425,10.967119,1.374107457,11.88602,0.989419381,0.808451183,15.07,-11.67,0.054333718,-0.042129964,0.024364218,0.002540374,-0.039529412,dn_2,0.002540374
10/15/18,SPY,275.55,281.15,274.3,276.25,121120900,11.88602,9.380207,7.565776,277.2333,57251882.81,2.115579332,3.311831739,up,up,10/15/18,101,58104796,277.128039,16107000000,138,78744969,0.989419381,8.4729915,0.808451183,9.451771,0.971155573,2.02745714,6.85,0.7,0.024364218,0.002540374,0.064044866,-0.038669221,0.001087153,flat,-0.038669221
10/8/18,SPY,287.05,288.86,270.36,275.95,166967782,9.451771,11.91041,6.339051,278.39,50415538.94,3.311831739,1.594756467,up,up,10/8/18,138,78744969,279.996396,22032000000,51,26955349,0.971155573,9.1247305,2.02745714,34.84104,0.990095242,1.44251158,18.5,-11.1,0.064044866,-0.038669221,0.023839569,-0.014686248,-0.041241053,dn_2,-0.014686248
10/1/18,SPY,292.11,293.21,286.22,287.82,78305840,34.84104,5.320827,4.370603,289.0833,49102067.69,1.594756467,1.195403832,up,flat,10/1/18,51,26955349,291.191761,7850654084,31,17153674,0.990095242,4.845715,1.44251158,61.94129,0.995254307,0.741166565,6.99,-4.29,0.023839569,-0.014686248,0.009683822,-0.002128098,-0.009975234,dn_1,-0.002128098
9/24/18,SPY,291.34,292.24,289.41,290.72,61371979,61.94129,3.651655,3.984955,290.79,51339955.06,1.195403832,1.519858846,flat,up,9/24/18,31,17153674,290.883655,4990348649,123,74771209,0.995254307,3.818305,0.741166565,80.14029,0.991005416,1.150627848,2.83,-0.62,0.009683822,-0.002128098,0.016704089,0.004023107,-0.004349464,flat,0.004023107
9/17/18,SPY,290.82,293.94,289.03,291.99,77019020,80.14029,4.47331,4.061161,291.6533,50675113.81,1.519858846,1.01713601,up,flat,9/17/18,123,74771209,291.813625,21830000000,36,19606831,0.991005416,4.2672355,1.150627848,76.03809,0.990565338,1.087315484,4.91,1.17,0.016704089,0.004023107,0.014745769,0.007411512,0.003816007,flat,0.007411512
9/10/18,SPY,288.74,291.27,286.975,290.88,53333200,76.03809,4.036619,3.863572,289.7083,52434678.81,1.01713601,1.294872215,flat,flat,9/10/18,36,19606831,289.202903,5667303316,31,14358044,0.990565338,3.9500955,1.087315484,59.59786,0.994922153,0.894954006,4.295,2.14,0.014745769,0.007411512,0.012060232,-0.007728402,0.011404729,up_1,-0.007728402
9/3/18,SPY,289.84,290.21,286.71,287.6,67370325,59.59786,3.778238,4.043393,288.1733,52028550.94,1.294872215,1.087890027,flat,flat,9/3/18,31,14358044,289.1524,4151481614,68,38061615,0.994922153,3.9108155,0.894954006,95.80291,0.994613829,0.757120083,3.5,-2.24,0.012060232,-0.007728402,0.010488791,0.005019733,-0.009334849,dn_1,0.005019733
8/27/18,SPY,288.86,291.74,288.68,290.31,58574300,95.80291,3.956476,4.126786,290.2433,53842115.06,1.087890027,0.950312885,flat,flat,8/27/18,68,38061615,289.77586,11029000000,40,18633538,0.994613829,4.041631,0.757120083,92.78302,0.994117805,0.655447383,3.06,1.45,0.010488791,0.005019733,0.009072896,0.006793431,0.009738792,up_1,0.006793431
8/20/18,SPY,285.57,287.67,285.06,287.51,51752960,92.78302,3.682953,4.281073,286.7467,54458863.81,0.950312885,1.28763066,flat,flat,8/20/18,40,18633538,286.02829,5329133579,31,23004256,0.994117805,3.982013,0.655447383,87.56292,0.987893579,1.164037702,2.61,1.94,0.009072896,0.006793431,0.018910212,0.005609059,0.008594682,flat,0.005609059
8/13/18,SPY,283.47,285.56,280.16,285.06,69617300,87.56292,4.755905,4.522145,283.5933,54066202.5,1.28763066,0.863222795,flat,flat,8/13/18,31,23004256,283.259258,6508703728,32,18473517,0.987893579,4.639025,1.164037702,80.13389,0.994774229,0.864815992,5.4,1.59,0.018910212,0.005609059,0.012761792,-0.001692286,0.006709987,flat,-0.001692286
8/6/18,SPY,283.64,286.01,282.36,283.16,47500960,80.13389,4.111811,4.329291,283.8433,55027462.5,0.863222795,1.062921956,flat,flat,8/6/18,32,18473517,284.941509,5263762144,24,11733011,0.994774229,4.220551,0.864815992,88.2745,0.989437868,0.980958078,3.65,-0.48,0.012761792,-0.001692286,0.015864063,0.007424248,-0.001551481,flat,0.007424248
