Date,Symbol,Open,High,Low,Close,Volume,RSI,ATR,ATRMA,VWAP,wk_avg_vol_3mo,rel_vol_wk_3mo,p_rel_vol_wk_3mo,c_rel_vol_signal,p_rel_vol_signal,dp_date,dp_count,dp_volume,dp_spot_avg,dp_notional_value,prev_dp_count,prev_dp_volume,rel_low_VWAP_week,ATR_15day_avg,rel_ATR_15day_avg,prev_RSI_15day,prev_rel_low_VWAP_week,prev_rel_ATR_15day_avg,HL_change,OC_Change,HL_per_change,OC_per_change,prev_HL_per_change,prev_OC_per_change,Cc_Cp,close_change_v_prev,prev_OC_per_change
4/20/20,SPY,282.61,286.7912,272.02,282.97,101978979,62.22988,19.32783,26.45473,280.5937,136305917.8,0.748162521,0.981143829,down,flat,4/20/20,70,23607604,280.558057,6626119870,156,54973312,0.969444432,22.89128,0.64527628,68.72994,0.96318696,0.567362415,14.7712,0.36,0.051505067,0.00127384,0.05530804,0.034278704,-0.012803517,dn_1,0.034278704
4/13/20,SPY,277.14,287.3,271.41,286.64,129848060,68.72994,23.88447,32.12911,281.7833,132343552.7,0.981143829,1.476068998,flat,flat,4/13/20,156,54973312,279.555685,15381000000,138,43251411,0.96318696,28.00679,0.567362415,62.76747,0.921913489,0.972698065,15.89,9.5,0.05530804,0.034278704,0.117461593,0.078963698,0.030337886,up_2,0.078963698
4/6/20,SPY,257.84,281.2,248.1698,278.2,183386352,62.76747,31.87894,36.03566,269.1899,124239688.1,1.476068998,1.482369454,flat,flat,4/6/20,138,43251411,261.632758,11310000000,261,87273062,0.921913489,33.9573,0.972698065,32.05851,0.968600121,0.569594779,33.0302,20.36,0.117461593,0.078963698,0.073785744,-0.029370356,0.120915428,up_2,-0.029370356
3/30/20,SPY,255.7,263.33,243.9,248.19,173723776,32.05851,30.72767,37.49627,251.8067,117193305.3,1.482369454,2.61519739,flat,up,3/30/20,261,87273062,256.952498,22401000000,456,141221284,0.968600121,34.11197,0.569594779,35.45616,0.891487734,1.138324001,19.43,-7.51,0.073785744,-0.029370356,0.169482496,0.107701722,-0.020637677,dn_2,0.107701722
3/23/20,SPY,228.78,262.8,218.26,253.42,268584739,35.45616,42.02535,36.23005,244.8267,102701516.9,2.61519739,3.423523551,up,up,3/23/20,456,141221284,240.813085,34043000000,306,129917401,0.891487734,39.1277,1.138324001,3.289707,0.958442953,0.800406966,44.54,24.64,0.169482496,0.107701722,0.112417283,-0.051330956,0.107604895,up_2,-0.051330956
3/16/20,SPY,241.18,256.9,228.02,228.8,304677651,3.289707,39.51069,32.6526,237.9067,88995342.5,3.423523551,4.259414772,up,up,3/16/20,306,129917401,249.620574,32420000000,371,127522156,0.958442953,36.081645,0.800406966,7.259043,0.922435083,1.310055575,28.88,-12.38,0.112417283,-0.051330956,0.141549979,-0.021721758,-0.150452993,dn_2,-0.021721758
3/9/20,SPY,275.3,288.52,247.68,269.32,312812905,7.259043,37.72138,24.62712,268.5067,73440348.44,4.259414772,3.592457303,up,up,3/9/20,371,127522156,280.042455,35585000000,232,73053148,0.922435083,31.17425,1.310055575,16.4466,0.965791488,1.099701367,40.84,-5.98,0.141549979,-0.021721758,0.075229416,-0.002515006,-0.094600955,dn_2,-0.002515006
3/2/20,SPY,298.21,313.84,290.23,297.46,226098003,16.4466,25.66277,17.27616,300.51,62936865.75,3.592457303,4.979632146,up,up,3/2/20,232,73053148,304.27322,22225000000,324,105563087,0.965791488,21.469465,1.099701367,13.32796,0.935826073,2.342420958,23.61,-0.75,0.075229416,-0.002515006,0.143968008,-0.083183759,0.004050496,flat,-0.083183759
2/24/20,SPY,323.14,333.5623,285.54,296.26,248976224,13.32796,27.71554,13.28674,305.1208,49998918.94,4.979632146,1.497214177,up,flat,2/24/20,324,105563087,307.362218,32375000000,87,28036298,0.935826073,20.50114,2.342420958,58.40503,0.992637743,0.838483125,48.0223,-26.88,0.143968008,-0.083183759,0.019169518,-0.00900419,-0.111610891,dn_2,-0.00900419
2/17/20,SPY,336.51,339.08,332.58,333.48,73527149,58.40503,7.408776,8.095412,335.0467,49109305.88,1.497214177,1.061214553,flat,flat,2/17/20,87,28036298,336.901369,9443849334,59,22164160,0.992637743,7.752094,0.838483125,77.83049,0.986751449,0.864851319,6.5,-3.03,0.019169518,-0.00900419,0.020495682,0.01923135,-0.012203791,dn_1,0.01923135
2/10/20,SPY,331.23,338.12,331.19,337.6,52002240,77.83049,8.317553,7.708323,335.6367,49002569.63,1.061214553,1.293925768,flat,flat,2/10/20,59,22164160,335.902392,7445807105,78,30112470,0.986751449,8.012938,0.864851319,68.74802,0.979840543,1.300783856,6.93,6.37,0.020495682,0.01923135,0.032825638,0.027369723,0.016255268,up_1,0.027369723
2/3/20,SPY,323.35,334.19,323.22,332.2,62453080,68.74802,9.705106,7.161647,329.87,48266354.63,1.293925768,1.671084073,flat,up,2/3/20,78,30112470,328.676682,9895596814,40,12240535,0.979840543,8.4333765,1.300783856,33.5696,0.990834939,1.203029869,10.97,8.85,0.032825638,0.027369723,0.024039193,-0.004024394,0.032542815,up_2,-0.004024394
1/27/20,SPY,323.03,328.63,320.73,321.73,78254880,33.5696,6.950212,6.183294,323.6967,46828810.88,1.671084073,1.471442315,up,flat,1/27/20,40,12240535,326.72057,3998917748,67,31922290,0.990834939,6.566753,1.203029869,67.76044,0.992922816,0.978383672,7.9,-1.3,0.024039193,-0.004024394,0.016789308,-0.00643699,-0.021413146,dn_2,-0.00643699
1/20/20,SPY,330.9,332.95,327.36,328.77,66549625,67.76044,5.860423,5.566587,329.6933,45227478.06,1.471442315,1.503393369,flat,up,1/20/20,67,31922290,331.566125,10589000000,104,39835744,0.992922816,5.713505,0.978383672,97.7374,0.987586386,1.109042238,5.59,-2.13,0.016789308,-0.00643699,0.018845204,0.017034836,-0.009579756,dn_1,0.017034836
1/13/20,SPY,326.39,332.18,325.92,331.95,66450219,97.7374,6.130846,5.158174,330.0167,44200154.38,1.503393369,1.176296794,up,flat,1/13/20,104,39835744,329.049272,13119000000,72,20494802,0.987586386,5.64451,1.109042238,94.62907,0.987211488,1.319329732,6.26,5.56,0.018845204,0.017034836,0.021682038,0.01628756,0.019158147,up_2,0.01628756
1/6/20,SPY,320.49,327.46,320.36,325.71,53724519,94.62907,5.791693,4.971348,324.51,45672588.13,1.176296794,1.294557752,flat,flat,1/6/20,72,20494802,323.94096,6639419435,50,14251543,0.987211488,5.3815205,1.319329732,89.5842,0.992764587,0.995946665,7.1,5.22,0.021682038,0.01628756,0.014589553,-0.001672085,0.010235415,up_1,-0.001672085
12/30/19,SPY,322.95,324.89,320.15,322.41,60981651,89.5842,4.483386,5.035196,322.4833,47106164.94,1.294557752,0.744228408,flat,down,12/30/19,50,14251543,322.6359,4598593669,61,22738839,0.992764587,4.759291,0.995946665,97.948,0.994977056,0.597958919,4.74,-0.54,0.014589553,-0.001672085,0.008956146,0.003949128,-0.001393793,flat,0.003949128
